EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,EndUseDemandEnergy,TotalEnergyDemand
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NER,5.067693375109214,466.2277905100477
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,ER,71.25926549823731,6555.852425837833
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,WR,136.30512081368923,12540.07111485941
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NR,132.13382723362966,12156.31210549393
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,SR,116.17085542629863,10687.718699219475
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NER,5.318604944707507,489.3116549130907
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,ER,73.53772436728781,6765.470641790478
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,WR,143.02270097191496,13158.088489416175
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NR,143.95440111309438,13243.804902404683
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,SR,124.53305431353462,11457.040996845186
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NER,6.62251800960304,609.2716568834796
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,72.73437213814066,6691.56223670894
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,140.17500708051298,12896.100651407194
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,142.43692415448666,13104.197022212773
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,120.34216437095766,11071.479122128105
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,6.257935369699778,575.7300540123796
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,ER,112.54466228812974,10354.108930507937
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,WR,166.80018114650522,15345.616665478481
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,NR,223.96949576853598,20605.19361070531
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,SR,147.98197019579067,13614.34125801274
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,NER,11.157439534000257,1026.4844371280237
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,ER,141.39907852591276,13008.715224383974
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,WR,222.98601283097952,20514.713180450115
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,NR,263.48183930164606,24240.329215751437
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,SR,175.205389832211,16118.895864563414
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,NER,8.940777790081604,822.5515566875076
ELECTRICITY,2022,AUTUMN,ALLDAYS,EARLY,INDIA,ER,53.03584346630493,3235.186451444601
ELECTRICITY,2022,AUTUMN,ALLDAYS,EARLY,INDIA,WR,122.55172292870944,7475.655098651276
ELECTRICITY,2022,AUTUMN,ALLDAYS,EARLY,INDIA,NR,103.61915278248128,6320.768319731358
ELECTRICITY,2022,AUTUMN,ALLDAYS,EARLY,INDIA,SR,106.66439687852977,6506.528209590316
ELECTRICITY,2022,AUTUMN,ALLDAYS,EARLY,INDIA,NER,3.364710540422079,205.24734296574684
ELECTRICITY,2022,AUTUMN,ALLDAYS,MORN,INDIA,ER,70.11335405564833,4276.914597394548
ELECTRICITY,2022,AUTUMN,ALLDAYS,MORN,INDIA,WR,156.91199110263412,9571.63145726068
ELECTRICITY,2022,AUTUMN,ALLDAYS,MORN,INDIA,NR,137.08731176656926,8362.326017760724
ELECTRICITY,2022,AUTUMN,ALLDAYS,MORN,INDIA,SR,138.39763166854678,8442.255531781353
ELECTRICITY,2022,AUTUMN,ALLDAYS,MORN,INDIA,NER,5.075529330170295,309.607289140388
ELECTRICITY,2022,AUTUMN,ALLDAYS,MID,INDIA,ER,74.5136259739493,4545.331184410908
