ServiceTech,ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,NumInstances
AC,RURAL,INDIA,ER,WB,2037,1
AC,RURAL,INDIA,ER,WB,2038,1
AC,RURAL,INDIA,ER,WB,2039,1
AC,RURAL,INDIA,ER,WB,2040,1
AC,RURAL,INDIA,ER,WB,2041,1
AC,RURAL,INDIA,ER,SK,2024,1
AC,RURAL,INDIA,ER,SK,2025,1
AC,RURAL,INDIA,ER,SK,2026,1
AC,RURAL,INDIA,ER,SK,2027,1
AC,RURAL,INDIA,ER,SK,2028,1
AC,RURAL,INDIA,ER,SK,2029,1
AC,RURAL,INDIA,ER,SK,2030,1
AC,RURAL,INDIA,ER,SK,2031,1
AC,RURAL,INDIA,ER,SK,2032,1
AC,RURAL,INDIA,ER,SK,2033,1
AC,RURAL,INDIA,ER,SK,2034,1
AC,RURAL,INDIA,ER,SK,2035,1
AC,RURAL,INDIA,ER,SK,2036,1
AC,RURAL,INDIA,ER,SK,2037,1
AC,RURAL,INDIA,ER,SK,2038,1
AC,RURAL,INDIA,ER,SK,2039,1
